"PREFERRED_NAME","CAS","QSAR_READY_SMILES","DTXSID","Structural Alert for genotoxic carcinogenicity","Structural Alert for S. typhimurium  mutagenicity","FG52_2","FG81_2","Cramer rules, with extensions","TTC_Class","Exposure.Total.Upper95","TTC_ug.kg.d","oed.AC50p5","NOAEL","TTC_MoE","OED_MoE","NOAEL_MoE"
"Flumetsulam","98967-40-9","CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC1=C(F)C=CC=C1F","DTXSID4032615","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000128706,1.5,0.00824803856933165,100,11.6544683231551,64.0843361562915,776964.554877007
"Ethofumesate","26225-79-6","CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C","DTXSID8034580","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.002523689,30,0.618755008857154,30,11.8873601303489,245.17878742474,11887.3601303489
"Boscalid","188425-85-6","ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1","DTXSID6034392","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000125992,1.5,0.0274716140653532,7.6,11.9055178106546,218.042527028329,60321.2902406502
"Butam","35256-85-0","CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C","DTXSID5041691","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.002495223,30,0.0842911288947581,NA,12.0229734977595,33.7810002932636,NA
"Thiamethoxam","153719-23-4","CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O","DTXSID2034962","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000122332,1.5,0.768356529736757,1.41,12.2617140241311,6280.91202413724,11526.0111826832
"C.I. Solvent Orange 7","3118-97-6","CC1=CC=C(N=NC2=C(O)C=CC3=CC=CC=C23)C(C)=C1","DTXSID5040706","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000121018,1.5,0.000226232964996602,30,12.3948503528401,1.86941583067479,247897.007056801
"Flufenacet","142459-58-3","CC(C)N(C(=O)COC1=NN=C(S1)C(F)(F)F)C1=CC=C(F)C=C1","DTXSID2032552","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00011935,1.5,1.10578211080205,1.14,12.5680770842061,9265.03653793088,9551.73858399665
"Phosalone","2310-17-0","CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12","DTXSID1024259","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000118552,1.5,0.025761331607764,0.17,12.6526756191376,217.299848233383,1433.96990350226
"Phenylparaben","17696-62-7","OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1","DTXSID4047882","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.002336426,30,8.78093742945593,NA,12.8401241896812,3758.27756986779,NA
"Propoxycarbazone-sodium","181274-15-7","CCCOC1=NN(C(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC)C(=O)N1C","DTXSID9034864","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000113124,1.5,0.00121322275975461,43,13.2597857218627,10.724715884822,380113.857360065
"Methoxyfenozide","161050-58-4","COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C","DTXSID3032628","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.00011256,1.5,0.00856651806089032,9.8,13.3262260127932,76.1062372147328,87064.6766169154
"3-(3,5-Dichlorophenyl)-N-(1-methylethyl)-2,4-dioxo-1-imidazolidinecarboxamide","36734-19-7","CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1","DTXSID3024154","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000110677,1.5,0.0133238668018194,1,13.5529513810457,120.385145981726,9035.30092069716
"Octylbicycloheptenedicarboximide","113-48-4","CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O","DTXSID6032562","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000107272,1.5,0.00101366849626193,7.5,13.9831456484451,9.44951614831396,69915.7282422254
"Prometon","1610-18-0","COC1=NC(NC(C)C)=NC(NC(C)C)=N1","DTXSID6022341","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000106297,1.5,0.0387363518143989,0.89,14.1114048373896,364.416228251022,8372.76687018448
"Hexachlorophene","70-30-4","OC1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl","DTXSID6020690","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000105617,1.5,0.000197115595761946,NA,14.2022591060151,1.86632450989847,NA
"Dichlorvos","62-73-7","COP(=O)(OC)OC=C(Cl)Cl","DTXSID5020449","YES","YES","NO","YES","High (Class III)","Anti-cholinesterase",2.07e-05,0.3,0.0747332755497169,0.05,14.4927536231884,3610.30316665299,2415.45893719807
"Hexaconazole","79983-71-4","CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl","DTXSID4034653","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000103253,1.5,0.0179431713073448,0.47,14.5274229320213,173.778692215672,4551.92585203336
"CP-671305","445295-04-5","CC(OC1=CC(F)=C(CNC(=O)C2=C(OC3=CC=C4OCOC4=C3)N=CC=C2)C=C1)C(O)=O","DTXSID6047282","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000103038,1.5,0.00663713840625974,1,14.5577359809003,64.4144723913483,9705.15732060017
"1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide","85532-75-8","CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl","DTXSID7041097","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000101991,1.5,0.146585411773198,NA,14.7071800452981,1437.23869530839,NA
"4-Octylphenol","1806-26-4","CCCCCCCCC1=CC=C(O)C=C1","DTXSID9022312","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.002029953,30,0.0614048384630224,NA,14.7786672893412,30.2493892533583,NA
"Propiconazole","60207-90-1","CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1","DTXSID8024280","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000101439,1.5,0.103289674113767,1.575,14.7872120190459,1018.24420699896,15526.5726199982
"Propyl gallate","121-79-9","CCCOC(=O)C1=CC(O)=C(O)C(O)=C1","DTXSID5021201","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.002006654,30,0.119974209477008,135,14.9502604833718,59.788189432263,67276.1721751732
"4-Hexylaniline","33228-45-4","CCCCCCC1=CC=C(N)C=C1","DTXSID5040708","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.001967567,30,0.197613785036085,NA,15.2472571455,100.435606531358,NA
"Monobutyl phthalate","131-70-4","CCCCOC(=O)C1=C(C=CC=C1)C(O)=O","DTXSID4040002","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.001967293,30,0.0810756429636535,NA,15.2493807480635,41.2117782982268,NA
"1,1,1-Trichloroethane","71-55-6","CC(Cl)(Cl)Cl","DTXSID0021381","NO","NO","NO","NO","High (Class III)","Cramer Class III",9.83e-05,1.5,1.11912577968368,50,15.2594099694812,11384.7993864057,508646.998982706
"Estrone","53-16-7","CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2=O","DTXSID4022367","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.001964983,30,1.29152028764685e-06,NA,15.2673076560968,0.000657267919186503,NA
"Flumetralin","62924-70-3","CCN(CC1=C(Cl)C=CC=C1F)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O","DTXSID7032553","YES","YES","NO","NO","High (Class III)","Cramer Class III",9.63e-05,1.5,0.000237530381027433,14.5,15.5763239875389,2.46656678117791,150571.131879543
"N-Phenyl-1-naphthylamine","90-30-2","N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1","DTXSID2025892","NO","NO","NO","NO","High (Class III)","Cramer Class III",9.61e-05,1.5,0.2960458144587,5,15.6087408949011,3080.60160727056,52029.1363163371
"Thiabendazole","148-79-8","N1C2=C(C=CC=C2)N=C1C1=CSC=N1","DTXSID0021337","NO","NO","NO","NO","High (Class III)","Cramer Class III",9.45e-05,1.5,0.0112345933962421,9.4,15.8730158730159,118.88458620362,99470.8994708995
"Nitrobenzene","98-95-3","[O-][N+](=O)C1=CC=CC=C1","DTXSID3020964","YES","YES","NO","NO","High (Class III)","Cramer Class III",9.37e-05,1.5,2.96910487080327,NA,16.008537886873,31687.3518762355,NA
"Fluazinam","79622-59-6","[O-][N+](=O)C1=CC(=C(Cl)C(=C1NC1=C(Cl)C=C(C=N1)C(F)(F)F)[N+]([O-])=O)C(F)(F)F","DTXSID7032551","YES","YES","NO","NO","High (Class III)","Cramer Class III",9.36e-05,1.5,0.0127638647324095,1,16.025641025641,136.366076200956,10683.7606837607
"Diphenhydramine hydrochloride","147-24-0","CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1","DTXSID4020537","NO","NO","NO","NO","High (Class III)","Cramer Class III",9.17e-05,1.5,0.0739182498366863,15,16.3576881134133,806.087784478585,163576.881134133
"N-Ethylaniline","103-69-5","CCNC1=CC=CC=C1","DTXSID1025271","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.001821377,30,3.52254950205038,NA,16.4710545922124,1934.00350506808,NA
"Dimethomorph","110488-70-5","COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1","DTXSID7034545","NO","NO","NO","NO","High (Class III)","Cramer Class III",9.06e-05,1.5,0.195963158926122,4.9,16.5562913907285,2162.94877401901,54083.885209713
"Hexythiazox","78587-05-0","CC1C(SC(=O)N1C(=O)NC1CCCCC1)C1=CC=C(Cl)C=C1","DTXSID7024299","NO","NO","NO","NO","High (Class III)","Cramer Class III",8.96e-05,1.5,0.121122115369663,2.5,16.7410714285714,1351.80932332213,27901.7857142857
"Clofentezine","74115-24-5","ClC1=CC=CC=C1C1=NN=C(N=N1)C1=C(Cl)C=CC=C1","DTXSID9023881","NO","NO","NO","NO","High (Class III)","Cramer Class III",8.86e-05,1.5,0.00102549426585518,1.25,16.9300225733634,11.5744273798553,14108.3521444695
"Fludioxonil","131341-86-1","FC1(F)OC2=CC=CC(=C2O1)C1=CNC=C1C#N","DTXSID2032398","NO","NO","NO","NO","High (Class III)","Cramer Class III",8.78e-05,1.5,0.0256122723703768,3.3,17.0842824601367,291.711530414314,37585.4214123007
"Carbon tetrachloride","56-23-5","ClC(Cl)(Cl)Cl","DTXSID8020250","NO","NO","NO","NO","High (Class III)","Cramer Class III",8.59e-05,1.5,4.34216239687364,1,17.4621653084983,50549.0383803684,11641.4435389988
"Tebufenozide","112410-23-8","CCC1=CC=C(C=C1)C(=O)NN(C(=O)C1=CC(C)=CC(C)=C1)C(C)(C)C","DTXSID4034948","YES","YES","NO","NO","High (Class III)","Cramer Class III",8.48e-05,1.5,0.0314585008340063,0.8,17.688679245283,370.97288719347,9433.96226415094
"4-Butyloxyaniline","4344-55-2","CCCCOC1=CC=C(N)C=C1","DTXSID4048199","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.001694297,30,1.56946964065223,NA,17.706458784971,926.324983549063,NA
"Halosulfuron-methyl","100784-20-1","COC(=O)C1=C(N(C)N=C1Cl)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1","DTXSID9034650","NO","NO","NO","NO","High (Class III)","Cramer Class III",8.34e-05,1.5,0.000304642596664709,1,17.9856115107914,3.65278892883344,11990.4076738609
"Fipronil","120068-37-3","NC1=C(C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F","DTXSID4034609","YES","YES","NO","NO","High (Class III)","Cramer Class III",8.12e-05,1.5,0.00143514589177703,0.019,18.4729064039409,17.6742104898649,233.990147783251
"4-Hydroxybenzoic acid butyl ester","94-26-8","CCCCOC(=O)C1=CC=C(O)C=C1","DTXSID3020209","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.001622567,30,0.236990845126291,50,18.4892210922569,146.059204412693,30815.3684870948
"Pyraflufen-ethyl","129630-19-9","CCOC(=O)COC1=C(Cl)C=C(F)C(=C1)C1=NN(C)C(OC(F)F)=C1Cl","DTXSID8034871","NO","NO","NO","NO","High (Class III)","Cramer Class III",8.08e-05,1.5,0.668741176688529,17.2,18.5643564356436,8276.4997114917,212871.287128713
"Quinoxyfen","124495-18-7","FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1","DTXSID2034881","NO","NO","NO","NO","High (Class III)","Cramer Class III",7.85e-05,1.5,0.00125821744048956,10,19.1082802547771,16.0282476495486,127388.535031847
"Fenoxaprop-(2S)-ethyl","113776-20-8","CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1","DTXSID0040755","NO","NO","NO","NO","High (Class III)","Cramer Class III",7.75e-05,1.5,1.17019746585737,NA,19.3548387096774,15099.3221400951,NA
"Quinclorac","84087-01-4","OC(=O)C1=C(Cl)C=CC2=CC(Cl)=CN=C12","DTXSID6032641","NO","NO","NO","NO","High (Class III)","Cramer Class III",7.73e-05,1.5,2.9535237859671e-05,37.5,19.4049159120311,0.382085871405834,485122.897800776
"Thiophanate-methyl","23564-05-8","COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1","DTXSID1024338","NO","NO","YES","NO","Low (Class I)","Anti-cholinesterase",1.49e-05,0.3,1.12446229965074,2,20.1342281879195,75467.2684329354,134228.187919463
"Anilazine","101-05-3","ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1","DTXSID9020089","NO","NO","NO","NO","High (Class III)","Cramer Class III",7.35e-05,1.5,0.0195626968912186,15,20.4081632653061,266.159141377124,204081.632653061
"Dicamba","1918-00-9","COC1=C(Cl)C=CC(Cl)=C1C(O)=O","DTXSID4024018","NO","NO","NO","NO","High (Class III)","Cramer Class III",7.21e-05,1.5,0.00017038800775351,3,20.8044382801664,2.36321786065895,41608.8765603329
"4-Hexyloxyaniline","39905-57-2","CCCCCCOC1=CC=C(N)C=C1","DTXSID4022288","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.001416918,30,1.52198063148142,NA,21.1727142996278,1074.1487026641,NA
"Econazole nitrate","24169-02-6","ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1","DTXSID6025226","NO","NO","NO","NO","High (Class III)","Cramer Class III",6.85e-05,1.5,0.0217696876216725,NA,21.8978102189781,317.805658710547,NA
"Fenoxaprop-P-ethyl","113776-20-8","CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1","DTXSID2034598","NO","NO","NO","NO","High (Class III)","Cramer Class III",6.8e-05,1.5,2.8586366325769,100,22.0588235294118,42038.7740084839,1470588.23529412
"Diniconazole","83657-24-3","CC(C)(C)C(O)C(=CC1=C(Cl)C=C(Cl)C=C1)N1C=NC=N1","DTXSID2040363","NO","NO","NO","NO","High (Class III)","Cramer Class III",6.55e-05,1.5,0.000222164909433136,0.71,22.9007633587786,3.39183067836849,10839.6946564885
"Simazine","122-34-9","CCNC1=NC(NCC)=NC(Cl)=N1","DTXSID4021268","YES","YES","NO","NO","High (Class III)","Cramer Class III",6.5e-05,1.5,0.0974819242563651,0.41,23.0769230769231,1499.72191163639,6307.69230769231
"Paclobutrazol","76738-62-0","CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)N1C=NC=N1","DTXSID2024242","NO","NO","NO","NO","High (Class III)","Cramer Class III",6.42e-05,1.5,0.0390251354399002,2.5,23.3644859813084,607.868153269473,38940.8099688474
"2-tert-Butyl-4-ethylphenol","96-70-8","CCC1=CC(=C(O)C=C1)C(C)(C)C","DTXSID4044581","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.001276194,30,3.73867510157895,NA,23.5073977780808,2929.5507591941,NA
"Fenoxaprop-ethyl","113776-20-8","CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1","DTXSID2032392","NO","NO","NO","NO","High (Class III)","Cramer Class III",6.31e-05,1.5,0.00126417422871475,NA,23.7717908082409,20.0344568734508,NA
"3-Methylaniline","108-44-1","CC1=CC(N)=CC=C1","DTXSID1026792","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.001235315,30,0.0826771301318186,30,24.2853037484366,66.9279739433412,24285.3037484366
"Atenolol","29122-68-7","CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1","DTXSID2022628","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.001219503,30,40.7388787659036,NA,24.6001854853986,33406.1324702798,NA
"Diflubenzuron","35367-38-5","FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1","DTXSID1024049","NO","NO","NO","NO","High (Class III)","Cramer Class III",5.93e-05,1.5,6.32750139918192e-06,10,25.2951096121417,0.106703227642191,168634.064080944
"1,1,2-Trichloro-1,2,2-trifluoroethane","76-13-1","FC(F)(Cl)C(F)(Cl)Cl","DTXSID6021377","NO","NO","NO","NO","High (Class III)","Cramer Class III",5.88e-05,1.5,0.215552889498972,273,25.5102040816327,3665.86546766959,4642857.14285714
"Ketoconazole","65277-42-1","CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1","DTXSID7029879","NO","NO","NO","NO","High (Class III)","Cramer Class III",5.75e-05,1.5,0.188955955672782,100,26.0869565217391,3286.1905334397,1739130.43478261
"N,N,4-Trimethylaniline","99-97-8","CN(C)C1=CC=C(C)C=C1","DTXSID0021832","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.001130136,30,0.430483372437597,6,26.5454777124169,380.912892286943,5309.09554248338
"Hexachlorocyclopentadiene","77-47-4","ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl","DTXSID2020688","NO","NO","NO","NO","High (Class III)","Cramer Class III",5.41e-05,1.5,0.000699468822185003,7.1,27.7264325323475,12.9291834045287,131238.447319778
"Benzyl 4-hydroxybenzoate","94-18-8","OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1","DTXSID9022526","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.001051011,30,0.980896109829534,3000,28.5439448302634,933.288148106474,2854394.48302634
"Chlorotrianisene","569-57-3","COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1","DTXSID1021299","NO","NO","NO","NO","High (Class III)","Cramer Class III",5.07e-05,1.5,0.000419898029053048,NA,29.585798816568,8.28201240735795,NA
"Diclosulam","145701-21-9","CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC1=C(Cl)C=CC=C1Cl","DTXSID4034528","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.91e-05,1.5,0.00557675163005326,5.1,30.5498981670061,113.579462933875,103869.653767821
"Dichlorprop","120-36-5","CC(OC1=C(Cl)C=C(Cl)C=C1)C(O)=O","DTXSID0020440","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.75e-05,1.5,0.00673010292711293,NA,31.5789473684211,141.686377412904,NA
"Flufenpyr-ethyl","188489-07-8","CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl","DTXSID3034618","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.66e-05,1.5,0.0231896068737833,6.4,32.1888412017167,497.631048793632,137339.055793991
"Propargite","2312-35-8","CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1","DTXSID4024276","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.64e-05,1.5,0.0521376433785193,2,32.3275862068965,1123.65610729567,43103.4482758621
"Triflusulfuron-methyl","126535-15-7","COC(=O)C1=C(C(C)=CC=C1)S(=O)(=O)NC(=O)NC1=NC(=NC(OCC(F)(F)F)=N1)N(C)C","DTXSID2032502","YES","YES","NO","NO","High (Class III)","Cramer Class III",4.62e-05,1.5,0.0471496517737614,2.44,32.4675324675325,1020.5552331983,52813.8528138528
"Myclobutanil","88671-89-0","CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1","DTXSID8024315","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.23e-05,1.5,0.131949498514038,0.25,35.4609929078014,3119.3734873295,5910.16548463357
"Ibuprofen","15687-27-1","CC(C)CC1=CC=C(C=C1)C(C)C(O)=O","DTXSID5020732","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000822645,30,0.00473118281717002,25.5,36.4677351713072,5.75118406745318,30997.5748956111
"Atrazine","1912-24-9","CCNC1=NC(NC(C)C)=NC(Cl)=N1","DTXSID9020112","YES","YES","NO","NO","High (Class III)","Cramer Class III",4.1e-05,1.5,0.00983025580018461,1,36.5853658536585,239.762336589869,24390.243902439
"Methoxychlor","72-43-5","COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl","DTXSID9020827","NO","NO","NO","NO","High (Class III)","Cramer Class III",3.86e-05,1.5,0.0615843923593202,1.1,38.860103626943,1595.450579257,28497.4093264249
"Benzocaine","94-09-7","CCOC(=O)C1=CC=C(N)C=C1","DTXSID8021804","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.000748686,30,36.2853991616553,NA,40.0702029956484,48465.4436728552,NA
"4-(1,1-Dimethylethyl)phenol","98-54-4","CC(C)(C)C1=CC=C(O)C=C1","DTXSID1020221","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000718781,30,0.130867630519192,15,41.7373302855807,182.068850622362,20868.6651427904
"Perfluorooctanesulfonamide","754-91-6","NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","DTXSID3038939","NO","NO","NO","NO","High (Class III)","Cramer Class III",3.45e-05,1.5,0.125081127857833,5,43.4782608695652,3625.5399379082,144927.536231884
"Tetramethrin","7696-12-0","CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C","DTXSID6032649","YES","YES","NO","NO","High (Class III)","Cramer Class III",3.42e-05,1.5,0.241532470617887,0.6,43.859649122807,7062.35294204349,17543.8596491228
"Basic Blue 7","2390-60-5","CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2","DTXSID5038888","YES","YES","NO","NO","High (Class III)","Cramer Class III",3.39e-05,1.5,0.000250195742354183,NA,44.2477876106195,7.38040537917943,NA
"Triadimefon","43121-43-3","CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1","DTXSID3023897","NO","NO","NO","NO","High (Class III)","Cramer Class III",3.35e-05,1.5,0.0753871308904198,2.5,44.7761194029851,2250.36211613194,74626.8656716418
"Ethylparaben","120-47-8","CCOC(=O)C1=CC=C(O)C=C1","DTXSID9022528","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000657787,30,0.27806909641821,460,45.6074686790709,422.734253517035,699314.519745754
"4-Aminobenzoic acid","150-13-0","NC1=CC=C(C=C1)C(O)=O","DTXSID6024466","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.000656237,30,0.000241667383568495,NA,45.7151913104564,0.368262355777707,NA
"2-Ethoxybenzamide","938-73-8","CCOC1=C(C=CC=C1)C(N)=O","DTXSID4020581","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000632666,30,0.0312361920480575,NA,47.418385056254,49.3723260741963,NA
"Chlorothalonil","1897-45-6","ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl","DTXSID0020319","NO","NO","NO","NO","High (Class III)","Cramer Class III",3.16e-05,1.5,0.00685524207549893,1.5,47.4683544303797,216.93804036389,47468.3544303797
"Fluazifop-P-butyl","69806-50-4","CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1","DTXSID0034855","NO","NO","NO","NO","High (Class III)","Cramer Class III",3.16e-05,1.5,1.11846779287442,0.5,47.4683544303797,35394.5504074184,15822.7848101266
"Heptachlor epoxide B","1024-57-3","ClC1C2OC2C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl","DTXSID1024126","YES","YES","NO","NO","High (Class III)","Cramer Class III",3.14e-05,1.5,0.00120239910003917,0.002,47.7707006369427,38.2929649694002,63.6942675159236
"Acifluorfen","50594-66-6","OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O","DTXSID0020022","NO","NO","NO","NO","High (Class III)","Cramer Class III",3.1e-05,1.5,0.0107060577648072,NA,48.3870967741935,345.356702090554,NA
"Tebuconazole","107534-96-3","CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1","DTXSID9032113","NO","NO","NO","NO","High (Class III)","Cramer Class III",3.02e-05,1.5,0.0143119687101454,2.96,49.6688741721854,473.906248680312,98013.2450331126
"Bifenthrin","82657-04-3","CC1=C(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)C=CC=C1C1=CC=CC=C1","DTXSID9020160","YES","YES","NO","NO","High (Class III)","Cramer Class III",2.97e-05,1.5,0.000199927506733654,1,50.5050505050505,6.73156588328802,33670.0336700337
"Dicofol","115-32-2","OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl","DTXSID4020450","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.93e-05,1.5,0.41617986920087,0.07,51.1945392491468,14204.0910990058,2389.07849829352
"Diazinon","333-41-5","CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C","DTXSID9020407","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.88e-05,1.5,0.0280931033036623,0.004,52.0833333333333,975.454975821607,138.888888888889
"Propoxur","114-26-1","CNC(=O)OC1=CC=CC=C1OC(C)C","DTXSID7021948","NO","NO","YES","NO","Low (Class I)","Anti-cholinesterase",5.6e-06,0.3,0.152440441336683,1.75,53.5714285714286,27221.5073815506,312500
"Potassium perfluorohexanesulfonate","355-46-4","OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","DTXSID3037709","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.8e-05,1.5,0.00100061781507518,NA,53.5714285714286,35.7363505383992,NA
"Prochloraz","67747-09-5","CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1","DTXSID4024270","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.77e-05,1.5,0.00192435528831543,0.9,54.1516245487365,69.4713100474884,32490.9747292419
"Sulfentrazone","122836-35-5","CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl","DTXSID6032645","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.7e-05,1.5,0.38708469006735,10,55.5555555555556,14336.4700024944,370370.37037037
"Colchicine","64-86-8","COC1=C(OC)C(OC)=C2C(CCC(NC(C)=O)C3=CC(=O)C(OC)=CC=C23)=C1","DTXSID5024845","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000530531,30,0.000479080385343761,NA,56.5471197724544,0.903020531022242,NA
