DTXSID,CASRN,Name,pod.nam.95,pod.nam.50,pod.ratio.95,pod.ratio.50,ber.95,ber.50,ber.95.pod.50,ber.50.pod.50,log.AED.5,log.AED.50,log.AED.95,log.AED.hipptox.50,log.AED.hipptox.95,log.max.AED,log.expo.50,log.expo.95,log.p5.POD,log.p95.POD,log.min.pod,log.max.pod,log.med.pod,AED_5,AED_50,AED_95,AED_hipptox_50,AED_hipptox_95,max_AED,min.POD,mean.POD,med.POD,max.POD,p5.POD,p95.POD,expocast.total.med,expocast.total.95,log.ttc.mkd,ttc.label,pod.ratio.95.binary,pod.ratio.50.binary,ttc.ratio.95,ttc.ratio.50,log.hed.5,hed.pod.ratio.95,hed.pod.ratio.50
DTXSID3024239,19666-30-9,Oxadiazon,-1.412978392,-0.381677517,1.450404889,0.419104015,3.69996723,5.561715743,4.731268105,6.593016618,0.177499012,-0.381677517,-1.412978392,,,0.783424988,-6.974694135,-5.112945622,0.037426498,3,-0.301029996,3,2.212453961,1.504870097,0.415262279,0.03863862,,,6.073303546,0.5,242.5338,163.1,1000,1.09,1000,0.000000106,0.00000771,-2.823908741,1.5,1,1,1.410930349,2.442231224,-1.012333735,0.400644656,-0.630656218
DTXSID8040222,199119-58-9,Trifloxysulfuron-sodium,-2.647090403,-1.650383512,3.823181662,2.826474771,2.315483099,4.083396653,3.31218999,5.080103544,-1.26280296,-1.650383512,-2.647090403,,,-1.273267216,-6.730487056,-4.962573502,1.176091259,3.02201574,0.760422483,3.02201574,2.08278537,0.054600553,0.022367451,0.00225377,,,0.053300684,5.76,304.4578689,121,1052,15,1052,0.000000186,0.0000109,-2.823908741,1.5,1,1,0.176818338,1.173525229,0.740354793,3.387445196,2.390738305
DTXSID7023936,2008-41-5,Butylate,-1.439571663,-0.327229795,2.138541667,1.026199799,3.872008515,5.717819098,4.984350383,6.830160966,0.317758085,-0.327229795,-1.439571663,,,0.372359186,-7.15739076,-5.311580178,0.698970004,2.602059991,0.698970004,3,1.812913357,2.078538558,0.470728188,0.036343633,,,2.356997847,5,146.6666667,65,1000,5,400,6.96E-08,0.00000488,-5.602059991,0.0025,1,1,4.162488329,5.274830196,0.209515015,1.649086677,0.536744809
DTXSID5021097,2058-46-0,Oxytetracycline hydrochloride,-0.28822134,0.128518099,2.230229393,1.813489954,4.682394882,6.468740611,5.099134321,6.88548005,0.454557213,0.128518099,-0.28822134,,,1.448433428,-6.756961951,-4.970616222,1.942008053,3.494850022,1.698970004,3.875061263,3.301029996,2.848112977,1.344367792,0.514966122,,,28.08234875,50,1891.05,2000,7500,87.5,3125,0.000000175,0.0000107,-5.602059991,0.0025,1,1,5.313838651,5.73057809,1.675205318,1.963426659,1.546687219
DTXSID3024104,206-44-0,Fluoranthene,-0.988158043,0.13853945,3.085068056,1.958370563,3.273854631,5.007520583,4.400552123,6.134218076,0.70999121,0.13853945,-0.988158043,,,0.166197968,-5.995678626,-4.262012674,2.096910013,2.096910013,2.096910013,2.096910013,2.096910013,5.128510035,1.375749772,0.102764226,,,1.466216046,125,125,125,125,125,125,0.00000101,0.0000547,-5.602059991,0.0025,1,1,4.613901948,5.740599441,1.005395032,1.993553075,0.866855582
DTXSID3023845,208-96-8,Acenaphthylene,-2.963351818,-1.842415517,3.565411809,2.444475509,2.143997148,3.972190193,3.264933449,5.093126493,-1.211173463,-1.842415517,-2.963351818,,,-0.33379551,-6.935542011,-5.107348966,0.602059991,1.301029996,0.602059991,1.301029996,1.079181246,0.061493121,0.014374226,0.001088048,,,0.463665188,4,12,12,20,4,20,0.000000116,0.00000781,-2.823908741,1.5,1,1,-0.139443077,0.981493224,-0.188424994,2.774926824,1.653990523
DTXSID6034712,208465-21-8,Mesosulfuron-methyl,-1.579034995,-0.506949377,3.769366693,2.697281075,3.435089648,5.198248534,4.507175265,6.270334152,0.170762065,-0.506949377,-1.579034995,,,-0.4052415,-6.777283529,-5.014124643,2.190331698,3.13213156,2.190331698,3.13213156,3.02914018,1.481706087,0.311207907,0.02636119,,,0.393331293,155,961.9875,1069.4,1355.6,155,1355.6,0.000000167,0.00000968,-2.823908741,1.5,1,1,1.244873746,2.316959364,1.923528963,3.502563958,2.430478341
DTXSID7022174,2104-64-5,EPN,-2.284449447,-1.225552472,0.284449447,-0.774447528,2.953622715,4.690244688,4.012519689,5.749141662,-0.571755163,-1.225552472,-2.284449447,,,-0.045133092,-6.974694135,-5.238072162,-2,-2,-2,-2,-2,0.268067915,0.059490487,0.005194581,,,0.901294888,0.01,0.01,0.01,0.01,0.01,0.01,0.000000106,0.00000578,-5.602059991,0.0025,1,0,3.317610544,4.376507519,,,
DTXSID6024204,21087-64-9,Metribuzin,-0.263928493,0.202830242,0.440019752,-0.026738983,5.596192421,7.639161494,6.062951155,8.105920229,0.649517485,0.202830242,-0.263928493,,,1.242189534,-7.903089987,-5.860120914,0.176091259,2.753583059,0.096910013,2.753583059,1.528273777,4.461875879,1.595255467,0.544592313,,,17.46584226,1.25,91.29263158,33.75,567,1.5,567,1.25E-08,0.00000138,-5.602059991,0.0025,1,0,5.338131498,5.804890233,-0.614393726,-0.350465233,-0.817223968
DTXSID2034465,210880-92-5,Clothianidin,0.582210199,1.086253351,0.447173579,-0.056869573,5.765968899,7.556904334,6.270012051,8.060947485,1.49497854,1.086253351,0.582210199,,,2.155507082,-6.974694135,-5.1837587,1.029383778,2.508260306,0.991226076,2.508260306,1.875061263,31.25924902,12.19700918,3.821291771,,,143.0563308,9.8,120.26875,75,322.3,10.7,322.3,0.000000106,0.00000655,-2.823908741,1.5,1,0,3.40611894,3.910162092,0.238898792,-0.343311407,-0.847354558
DTXSID3047558,2144-53-8,6:2 Fluorotelomer methacrylate,0.493440717,1.410059226,0.205529287,-0.711089221,5.177470372,7.025093387,6.09408888,7.941711895,1.881915117,1.410059226,0.493440717,,,1.677864722,-6.53165267,-4.684029655,0.698970004,3,0.698970004,3,0.698970004,76.19300754,25.70746337,3.114875674,,,47.62826072,5,336.6666667,5,1000,5,1000,0.000000294,0.0000207,-2.823908741,1.5,1,0,3.317349458,4.233967967,-0.091514981,-0.584955698,-1.501574207
DTXSID8020628,2164-17-2,Fluometuron,0.222797265,0.755189364,0.777202735,0.244810636,5.4896,7.403253329,6.021992098,7.935645428,1.18230127,0.755189364,0.222797265,,,1.600443621,-7.180456064,-5.266802735,1,3,0.770852012,3,2.374748346,15.216027,5.691010194,1.670310706,,,39.85140344,5.9,280.9553571,237,1000,10,1000,0.000000066,0.00000541,-2.823908741,1.5,1,1,3.046706006,3.579098105,0.209515015,-0.01328225,-0.545674349
DTXSID1023990,21725-46-2,Cyanazine,-1.948240834,-1.581651133,0.823302097,0.456712396,3.890391164,5.893396674,4.256980865,6.259986375,-1.245820323,-1.581651133,-1.948240834,,,0.636868522,-7.841637508,-5.838631998,-1.124938737,2.352182518,-2.301029996,2.352182518,0.602059991,0.056777946,0.02620287,0.011265726,,,4.333796572,0.005,20.55453125,4,225,0.075,225,1.44E-08,0.00000145,-5.602059991,0.0025,1,1,3.653819158,4.020408859,-1.915423722,0.032817112,-0.333772589
DTXSID0034803,219714-96-2,Penoxsulam,-4.703671344,-3.86355699,6.180792598,5.340678244,-1.062051685,0.87144702,-0.221937331,1.711561374,-3.518809271,-3.86355699,-4.703671344,,,-1.019492892,-5.575118363,-3.641619658,1.477121255,3.011570444,1.167317335,3.011570444,2.405943681,0.000302824,0.000136912,1.97847E-05,,,0.095610834,14.7,255.8208333,254.65,1027,30,1027,0.00000266,0.000228234,-2.823908741,1.5,1,1,-1.879762603,-1.039648249,0.916232797,5.61990414,4.779789787
DTXSID6024206,2212-67-1,Molinate,-2.371750746,-1.957661293,2.02496326,1.610873807,3.116365893,4.863326269,3.530455346,5.277415722,-1.64341451,-1.957661293,-2.371750746,,,-0.088346831,-7.235077015,-5.488116639,-0.346787486,2.396199347,-0.698970004,2.77815125,1.544068044,0.02272927,0.011023987,0.004248633,,,0.815930503,0.2,83.13416667,35,600,0.45,249,5.82E-08,0.00000325,-5.602059991,0.0025,1,1,3.230309245,3.644398698,-1.091514981,1.280235765,0.866146312
DTXSID3024102,22224-92-6,Fenamiphos,0.260665642,0.976339844,-1.269439566,-1.985113768,6.133560844,8.007812611,6.849235045,8.723486813,1.401345125,0.976339844,0.260665642,,,1.715892242,-7.747146969,-5.872895202,-1.008773924,0.875061263,-1.602059991,0.875061263,0.434568904,25.19678471,9.469778994,1.822492047,,,51.98669907,0.025,3.337692308,2.72,7.5,0.098,7.5,1.79E-08,0.00000134,-3.522878745,0.3,0,0,3.783544387,4.499218589,-1.560036064,-1.820701706,-2.536375908
DTXSID9032327,22781-23-3,Bendiocarb,0.41845007,0.937876619,-1.321540057,-1.840966606,5.750064153,7.50094456,6.269490702,8.020371109,1.441019741,0.937876619,0.41845007,2.241203592,1.708810642,1.950388622,-7.08249449,-5.331614083,-0.903089987,1.176091259,-0.903089987,1.176091259,0.439332694,27.6070334,8.667156106,2.620897702,174.2623603,51.14587841,89.20488171,0.125,6.366666667,2.75,15,0.125,15,8.27E-08,0.00000466,-3.522878745,0.3,0,0,3.941328815,4.460755364,-1.246416941,-1.664867011,-2.18429356
DTXSID5024344,2303-17-5,Tri-allate,-2.674332713,-1.681349069,2.779842898,1.786859254,2.588474644,4.276449264,3.581458288,5.269432908,-1.274382224,-1.681349069,-2.674332713,,,-1.525272434,-6.950781977,-5.262807357,0.105510185,1.77815125,0.105510185,1.954242509,1,0.053164016,0.020828161,0.002116739,,,0.029835105,1.275,19.89827586,10,90,1.275,60,0.000000112,0.00000546,-3.522878745,0.3,1,1,0.848546032,1.841529676,-0.392544977,2.281787736,1.288804093
DTXSID1024259,2310-17-0,Phosalone,-1.133127124,-0.078325631,0.363576045,-0.691225447,3.886414984,5.752929524,4.941216476,6.807731016,0.528010301,-0.078325631,-1.133127124,,,0.743452915,-6.886056648,-5.019542108,-0.769551079,1.526339277,-0.769551079,1.698970004,1.301029996,3.372953087,0.834976723,0.073599163,,,5.539274851,0.17,17.974,20,50,0.17,33.6,0.00000013,0.00000956,-3.522878745,0.3,1,0,2.389751622,3.444553114,-1.48945499,-0.356327866,-1.411129359
DTXSID1032569,23103-98-2,Pirimicarb,-0.08382421,0.45823134,0.339096715,-0.202958835,5.760839753,7.734332202,6.302895303,8.276387752,0.888825095,0.45823134,-0.08382421,,,1.904800258,-7.818156412,-5.844663963,0.255272505,1.912753304,0.255272505,1.912753304,1.397940009,7.741499589,2.872310197,0.82447177,,,80.31566476,1.8,25.74210526,25,81.8,1.8,81.8,1.52E-08,0.00000143,-3.522878745,0.3,1,0,3.439054535,3.981110085,-0.01153023,0.07229398,-0.46976157
DTXSID6021086,23135-22-0,Oxamyl,0.120029277,0.468455073,-1.120029277,-1.468455073,5.88450083,7.996177636,6.232926626,8.344603432,0.787013364,0.468455073,0.120029277,1.212256547,0.83714164,1.142204626,-7.876148359,-5.764471553,-1,1.173186268,-1,1.173186268,0.397940009,6.123692355,2.940729467,1.31834561,16.30258775,6.872925561,13.87409378,0.1,4.542272727,2.5,14.9,0.1,14.9,1.33E-08,0.00000172,-2.823908741,1.5,0,0,2.943938018,3.292363814,-1.790484985,-1.910514263,-2.258940059
DTXSID3034402,23184-66-9,Butachlor,-0.933600278,0.186548954,1.495893142,0.37574391,4.250158422,6.053562498,5.370307654,7.17371173,0.764831865,0.186548954,-0.933600278,,,0.918482989,-6.987162775,-5.1837587,0.562292864,2.954242509,0.562292864,2.954242509,2.141449773,5.818779036,1.536557987,0.116519798,,,8.288634505,3.65,307.3417021,138.5,900,3.65,900,0.000000103,0.00000655,-5.602059991,0.0025,1,1,4.668459714,5.788608946,-0.228192121,0.705408157,-0.414741075
DTXSID4032405,23422-53-9,Formetanate hydrochloride,1.341536859,1.77668381,-1.773335135,-2.208482086,6.667594861,8.467635261,7.102741811,8.902782212,2.259456113,1.77668381,1.341536859,,,2.621667339,-7.126098402,-5.326058001,-0.431798276,1.698970004,-0.431798276,1.84509804,0.698970004,181.7423391,59.79760776,21.95517278,,,418.4729003,0.37,11.056,5,70,0.37,50,7.48E-08,0.00000472,-3.522878745,0.3,0,0,4.864415604,5.299562555,-0.698601011,-2.04013787,-2.475284821
DTXSID3020673,2353-45-9,FD&C Green No. 3,-1.551637553,-0.944250556,4.250607558,3.64322056,1.796275731,3.713562617,2.403662729,4.320949615,-0.601937244,-0.944250556,-1.551637553,,,-0.278373138,-5.26520017,-3.347913284,2.698970004,3.85387153,2.698970004,3.85387153,3.427891651,0.250070669,0.113697115,0.028077759,,,0.526777069,500,3249.9625,2678.5,7142.85,500,7142.85,0.00000543,0.000448835,-2.823908741,1.5,1,1,1.272271188,1.879658185,2.364395259,3.916032813,3.308645815
DTXSID1024338,23564-05-8,Thiophanate-methyl,0.35261977,0.801074322,0.42553148,-0.022923072,6.067062461,8.114573667,6.515517013,8.563028219,1.26170569,0.801074322,0.35261977,,,1.67963937,-7.761953897,-5.714442691,0.77815125,3.032940938,0.301029996,3.123655674,1.993876915,18.2686178,6.325200876,2.252266462,,,47.82328121,2,275.8581818,98.6,1329.4,6,1078.8,1.73E-08,0.00000193,-3.522878745,0.3,1,0,3.875498515,4.323953068,0.288696261,-0.063923509,-0.512378062
DTXSID7020895,2385-85-5,Mirex,-4.679712434,-3.572172042,3.524810474,2.417270082,-0.870959389,0.970039547,0.236581003,2.077579939,-3.137281076,-3.572172042,-4.679712434,-1.120311649,-2.09417161,-1.244274261,-5.649751982,-3.808753046,-1.15490196,0.886490725,-1.15490196,0.886490725,-0.301029996,0.000728986,0.000267811,2.09068E-05,0.075803342,0.008050603,0.056980432,0.07,2.3428125,0.5,7.7,0.07,7.7,0.00000224,0.000155327,-2.823908741,1.5,1,1,-1.855803693,-0.748263301,-1.945386945,2.734325489,1.626785097
DTXSID2020420,23950-58-5,Propyzamide,-1.575194334,-1.029450426,2.450255598,1.90451169,4.181767617,6.245828718,4.727511525,6.791572627,-0.530161352,-1.029450426,-1.575194334,,,0.750338676,-7.821023053,-5.756961951,0.875061263,2.404833717,0.653212514,2.574031268,1.77815125,0.295011298,0.093443603,0.026595347,,,5.627800272,4.5,97.91428571,60,375,7.5,254,1.51E-08,0.00000175,-2.823908741,1.5,1,1,1.248714407,1.794458315,0.213836388,1.789030723,1.243286814
DTXSID4026262,2451-62-9,Triglycidyl isocyanurate,-1.577762208,-0.513363008,1.753853467,0.689454267,1.80817518,3.564905295,2.872574381,4.629304496,0.112058689,-0.513363008,-1.577762208,,,0.458855776,-5.142667504,-3.385937389,0.176091259,2,0.176091259,2,1.477121255,1.294370745,0.30664578,0.02643856,,,2.876443021,1.5,47.3,30,100,1.5,100,0.0000072,0.000411209,-5.602059991,0.0025,1,1,4.024297783,5.088696984,-0.614393726,0.963368482,-0.101030719
DTXSID2047272,249296-43-3,CJ-013610,-1.58803647,-1.220315768,2.985976479,2.618255777,3.095993185,4.866656414,3.463713887,5.234377116,-0.880884629,-1.220315768,-1.58803647,,,0.294010739,-6.454692884,-4.684029655,1.397940009,2.77815125,1.397940009,3.079181246,2,0.131557427,0.060212163,0.025820434,,,1.967934953,25,205.6756757,100,1200,25,600,0.000000351,0.0000207,-2.823908741,1.5,1,1,1.235872271,1.603592973,0.908485019,2.496521489,2.128800787
DTXSID0023901,25057-89-0,Bentazone,-2.620017334,-2.198015464,3.125167313,2.703165442,3.252877867,5.256131025,3.674879738,5.678132895,-1.851087017,-2.198015464,-2.620017334,,,-0.364369173,-7.876148359,-5.872895202,0.505149978,2.412124406,0.505149978,2.412124406,2.255272505,0.014090065,0.006338471,0.002398737,,,0.432146328,3.2,144.8321429,180,258.3,3.2,258.3,1.33E-08,0.00000134,-2.823908741,1.5,1,1,0.203891406,0.625893277,0.753583059,3.373600393,2.951598523
DTXSID9043938,2528-16-7,Monobenzyl phthalate,-1.082599388,-0.651230169,3.656630655,3.225261437,3.654949523,5.699916668,4.086318741,6.131285887,-0.325342031,-0.651230169,-1.082599388,,,-0.090301816,-6.782516056,-4.73754891,2.574031268,2.574031268,2.574031268,2.574031268,2.574031268,0.472778772,0.223238878,0.082680027,,,0.81226583,375,375,375,375,375,375,0.000000165,0.0000183,-1.522878745,30,1,1,0.440279358,0.871648576,1.783546282,2.86614567,2.434776452
DTXSID6034849,25606-41-1,Propamocarb hydrochloride,0.733449107,1.185692999,0.623532294,0.171288402,6.599910199,8.587321072,7.05215409,9.039564963,1.614038203,1.185692999,0.733449107,,,2.106443243,-7.853871964,-5.866461092,1.356981401,3,1.079181246,3,2.669437759,41.11858899,15.3353255,5.413138105,,,127.7742214,12,462.2044828,467.13,1000,22.75,1000,0.000000014,0.00000136,-5.602059991,0.0025,1,1,6.335509099,6.78775299,1.025159164,0.291710056,-0.160533835
DTXSID3032547,2593-15-9,Etridiazole,-2.548427005,-1.386308445,2.946367014,1.784248453,2.7010646,4.465249218,3.86318316,5.627367778,-0.780062831,-1.386308445,-2.548427005,,,0.62350047,-7.013676223,-5.249491605,0.397940009,1.875061263,0.397940009,1.875061263,1.397940009,0.165934683,0.041085782,0.002828609,,,4.202429826,2.5,35.83333333,25,75,2.5,75,9.69E-08,0.00000563,-2.823908741,1.5,1,1,0.275481736,1.437600296,0.131137274,2.679564279,1.517445718
DTXSID8034580,26225-79-6,Ethofumesate,0.096615266,0.758514872,1.907706108,1.245806502,5.895218141,7.876507178,6.557117748,8.538406784,1.223907685,0.758514872,0.096615266,,,1.554939837,-7.779891912,-5.798602876,2.004321374,3.331427297,1.477121255,3.477121255,3.001300933,16.74586882,5.734755045,1.249151937,,,35.88722164,30,953.5433962,1003,3000,101,2145,1.66E-08,0.00000159,-1.522878745,30,1,1,1.619494011,2.281393617,1.213836388,1.117221123,0.455321516
DTXSID5032523,2634-33-5,"1,2-Benzisothiazolin-3-one",-1.827188596,-0.637392585,2.827188596,1.637392585,1.281965242,3.069007683,2.471761253,4.258803694,-0.035222508,-0.637392585,-1.827188596,,,-0.27912445,-4.896196279,-3.109153838,1,2,1,2.551449998,1.698970004,0.922098875,0.230466292,0.014887145,,,0.525866554,10,54.79148936,50,356,10,100,0.0000127,0.000777761,-2.823908741,1.5,1,1,0.996720145,2.186516156,0.209515015,2.03670361,0.8469076
DTXSID1025805,26530-20-1,Octhilinone,-1.140854413,-0.411608683,2.441884409,1.712638678,3.037632059,4.859145587,3.766877789,5.588391317,0.084948111,-0.411608683,-1.140854413,,,0.678929475,-6,-4.178486472,1.301029996,2.029383778,1.301029996,2.029383778,1.806179974,1.216040701,0.387606738,0.072301214,,,4.774517335,20,67,64,107,20,107,0.000001,0.0000663,-5.602059991,0.0025,1,1,4.461205578,5.190451309,0.811575006,1.952429419,1.223183688
DTXSID2024793,2675-77-6,Chloroneb,-1.592077168,-0.925914466,2.688987181,2.022824479,3.820211867,5.558503418,4.486374569,6.22466612,-0.482945779,-0.925914466,-1.592077168,,,1.014003731,-7.150580586,-5.412289035,1.096910013,3,1.096910013,3,1.795880017,0.32889269,0.118600231,0.025581313,,,10.32770278,12.5,188.75,62.5,1000,12.5,1000,7.07E-08,0.00000387,-2.823908741,1.5,1,1,1.231831573,1.897994275,0.607455023,2.199532191,1.53336949
DTXSID8024234,27314-13-2,Norflurazon,0.23684136,0.832579907,-0.038184273,-0.63392282,5.460867029,7.307422435,6.056605576,7.903160981,1.360415713,0.832579907,0.23684136,,,1.601763246,-7.070581074,-5.224025669,0.198657087,2.340047318,0.198657087,2.602059991,1.606381365,22.93061552,6.801111687,1.725207591,,,39.97267812,1.58,61.92978261,40.4,400,1.58,218.8,0.000000085,0.00000597,-5.602059991,0.0025,0,0,5.838901352,6.434639898,-0.068145648,-0.304987008,-0.900725555
DTXSID6021456,2783-94-0,FD&C Yellow 6,-0.861166569,0.169956458,3.338287823,2.307164796,3.46305509,5.492429705,4.494178117,6.523552732,0.909214659,0.169956458,-0.861166569,,,-0.008689606,-6.353596274,-4.324221658,2.477121255,4.176091259,2,4.176091259,3.096910013,8.11361992,1.478960103,0.137668136,,,0.980190286,100,2789.285714,1250,15000,300,15000,0.000000443,0.0000474,-1.522878745,30,1,1,0.661712177,1.692835204,1.686636269,2.547802838,1.516679811
DTXSID8037706,2795-39-3,Potassium perfluorooctanesulfonate,-2.332212839,-1.31085094,1.110364089,0.089002191,1.16136196,2.919599134,2.182723858,3.940961033,-0.894061659,-1.31085094,-2.332212839,,,-1.366839145,-5.251811973,-3.493574799,-1.22184875,0.505149978,-1.522878745,0.505149978,0,0.12762576,0.04888201,0.00465358,,,0.042969555,0.03,1.413928571,1,3.2,0.06,3.2,0.0000056,0.000320941,-2.823908741,1.5,1,1,0.491695902,1.513057801,-1.188424994,1.143787845,0.122425946
DTXSID2037712,27955-94-8,"4,4',4''-Ethane-1,1,1-triyltriphenol",-1.296035758,-0.245502074,2.296035758,1.245502074,3.071506949,5.056581271,4.122040634,6.107114956,0.330383584,-0.245502074,-1.296035758,,,0.503347447,-6.35261703,-4.367542708,1,3,1,3,2.740362689,2.139851245,0.568195678,0.050578302,,,3.186745981,10,527.5,550,1000,10,1000,0.000000444,0.0000429,-2.823908741,1.5,1,1,1.527872982,2.578406667,0.209515015,1.505550773,0.455017089
DTXSID6024337,28249-77-6,Thiobencarb,-1.418319034,-0.238235973,1.418319034,0.238235973,3.820505153,5.614601232,5.000588214,6.794684293,0.283957554,-0.238235973,-1.418319034,,,-0.034259109,-7.032920266,-5.238824187,0,2.176091259,0,2.176091259,2,1.922903782,0.577782026,0.03816638,,,0.924146644,1,68,100,150,1,150,9.27E-08,0.00000577,-5.602059991,0.0025,1,1,4.183740957,5.363824019,-0.790484985,0.627834049,-0.552249013
DTXSID2039336,28434-00-6,S-Bioallethrin,-0.657713804,0.535889434,1.794434371,0.600831133,5.151954498,7.106757749,6.345557736,8.300360988,1.139145397,0.535889434,-0.657713804,0.754695364,-0.271605416,0.82289282,-7.764471553,-5.809668302,1.136720567,2.773640193,0.431363764,3.209783015,2.240798771,13.77670619,3.434704938,0.219930872,5.684540487,0.535050265,6.651089927,2.7,287.7613793,174.1,1621,13.7,593.8,1.72E-08,0.00000155,-5.602059991,0.0025,1,1,4.944346188,6.137949426,0.476686743,1.134400547,-0.059202692
DTXSID1034210,29091-21-2,Prodiamine,-1.441384001,-0.362907959,2.400425393,1.321949352,3.310642733,5.090268669,4.389118774,6.16874471,0.279607739,-0.362907959,-1.441384001,,,-0.167807131,-6.53165267,-4.752026734,0.959041392,2.875061263,0.959041392,3,2.322115879,1.903740457,0.433602763,0.036192285,,,0.679505332,9.1,328.5,209.95,1000,9.1,750,0.000000294,0.0000177,-5.602059991,0.0025,1,1,4.16067599,5.239152032,0.168556407,1.609940408,0.531464366
DTXSID4020458,2921-88-2,Chlorpyrifos,-1.593794641,-0.430291526,-0.00826535,-1.171768465,4.022389993,6.188721415,5.185893108,7.35222453,0.177419042,-0.430291526,-1.593794641,0.599205843,-0.420637163,-0.291261803,-7.782516056,-5.616184634,-1.602059991,1,-2,1,0.477121255,1.504593019,0.371285915,0.025480348,3.973798512,0.379632021,0.511373474,0.01,4.989423077,3,10,0.025,10,1.65E-08,0.00000242,-3.522878745,0.3,0,0,1.929084104,3.092587219,-1.790484985,-0.196690344,-1.360193459
DTXSID3037707,29420-49-3,Potassium perfluorobutanesulfonate,-1.167428895,-0.703967015,3.945580145,3.482118265,3.368678116,5.256229755,3.832139996,5.719691635,-0.400434764,-0.703967015,-1.167428895,,,-0.298446908,-6.42365865,-4.536107011,2.77815125,3,2.77815125,3,3,0.397708832,0.19771198,0.068009739,,,0.502982752,600,813.3333333,1000,1000,600,1000,0.000000377,0.0000291,-2.823908741,1.5,1,1,1.656479846,2.119941726,1.987666265,3.15509516,2.69163328
